Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,PPP Exchange rate [€ EU27-year/ local currency-year],Inflation adjustment ratio [GDP deflator 2019/GDP deflator year],Adjusted Monetary value [EU27 2019 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type
Photovoltaic-green roof,Extensive,Sedum and grass,no,Monocrystalline (SolarWorld 320W),Separated areas,,,annual average,Already constructed,dormitory,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,22.61,2016 $/m2,every year,not mentioned,every year,22.6083,0.694,2.508,39.35423682,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Csb,North America,USA,Portland,"Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Installation of green roof (gross),cost,building,financial,70,2017 $/m2,0,30,0,70,0.687,1.619,77.85886916,Market value,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Maintenance of green roof (gross),cost,building,financial,54,2017 $/m2,,30,not accounted,1.8,0.687,1.619,2.002085207,Market value,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Air pollution from green roof production,cost,urban,socio-environmental,18,2017 $/m2,0,30,0,18,0.687,1.619,20.02085207,,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.02,2017 $/m2,last year,30,last year,0.02,0.687,1.619,0.022245391,Market value,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (heating and cooling),benefit,building,financial,16.1,2017 $/m2,every year,30,every year,16.1,0.687,1.619,17.90753991,,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,CO2 emission reduction,benefit,societal,socio-environmental,3.9,2017 $/m2,every year,30,every year,3.9,0.687,1.619,4.337851282,"Avoided cost (damage of CO2, avoided through lower energy consumption)",,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,1.7,2017 $/m2,every year,30,every year,1.7,0.687,1.619,1.890858251,Avoided cost (air pollution control measures costs),,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Aesthetics increase,benefit,building,economic,2.5,2017 $/m2,every year,30,every year,75,0.687,1.619,83.42021695,,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Longevity increase,benefit,building,financial,30.2,2017 $/m2,,30,not accounted,,0.687,1.619,,,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Stormwater management,benefit,urban,socio-environmental,,2017 $/m2,every year,30,not accounted,,0.687,1.619,,Not considered (difficulties in quantification),,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Biodiversity enhancement,benefit,urban,socio-environmental,,2017 $/m2,every year,30,not accounted,,0.687,1.619,,Not considered (difficulties in quantification),,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Aesthetics increase,benefit,urban,economic,27.99,2019 €/m2,1,40,every year,27.99,1.004,1,28.1155157,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Aesthetics increase,benefit,urban,economic,69.97,2019 €/m2,1,40,every year,69.97,1.004,1,70.28376682,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Aesthetics increase,benefit,urban,economic,59.6,2019 €/m2,1,40,every year,59.6,1.004,1,59.86726457,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Aesthetics increase,benefit,urban,economic,149,2019 €/m2,1,40,every year,149,1.004,1,149.6681614,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Aesthetics increase,benefit,urban,economic,48.62,2019 €/m2,1,40,every year,48.62,1.004,1,48.83802691,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Aesthetics increase,benefit,urban,economic,122.29,2019 €/m2,1,40,every year,122.29,1.004,1,122.8383857,Benefit transfer (based on WTP stated preference),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Installation of green roof (gross),cost,building,financial,140.88,2019 €/m2,0,40,0,140.88,1.004,1,141.5117489,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Installation of green roof (gross),cost,building,financial,140.88,2019 €/m2,0,40,0,140.88,1.004,1,141.5117489,Market value,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Installation of green roof (gross),cost,building,financial,140.88,2019 €/m2,0,40,0,140.88,1.004,1,141.5117489,Market value,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.65,2019 €/m2,every year,40,every year,3.65,1.004,1,3.666367713,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.65,2019 €/m2,every year,40,every year,3.65,1.004,1,3.666367713,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.52,2019 €/m2,every year,40,every year,3.52,1.004,1,3.535784753,Market value,,,Authors' calculation on study site,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,2,2019 €/m2,every year,40,every year,2,1.004,1,2.00896861,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,2,2019 €/m2,every year,40,every year,2,1.004,1,2.00896861,Market value,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,2,2019 €/m2,every year,40,every year,2,1.004,1,2.00896861,Market value,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,4.02,2019 €/m2,every year,40,every year,4.02,1.004,1,4.038026906,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.7,2019 €/m2,every year,40,every year,3.7,1.004,1,3.716591928,Market value,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,3.44,2019 €/m2,every year,40,every year,3.44,1.004,1,3.455426009,Market value,,,Authors' calculation on study site,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Biodiversity enhancement,benefit,urban,socio-environmental,0.003,2019 €/m2,every year,40,every year,0.0034,1.004,1,0.003415247,Avoided cost (habitat restoration cost) ,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Biodiversity enhancement,benefit,urban,socio-environmental,0.001,2019 €/m2,every year,40,every year,0.001,1.004,1,0.001004484,Avoided cost (habitat restoration cost) ,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Biodiversity enhancement,benefit,urban,socio-environmental,0.008,2019 €/m2,every year,40,every year,0.0076,1.004,1,0.007634081,Avoided cost (habitat restoration cost) ,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.13,1.004,1,0.13058296,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.13,1.004,1,0.13058296,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.13,1.004,1,0.13058296,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.23,2019 €/m2,every year,40,every year,0.23,1.004,1,0.23103139,"Avoided cost (damage of CO2, avoided through lower energy consumption)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.23,2019 €/m2,every year,40,every year,0.23,1.004,1,0.23103139,"Avoided cost (damage of CO2, avoided through lower energy consumption)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.18,2019 €/m2,every year,40,every year,0.18,1.004,1,0.180807175,"Avoided cost (damage of CO2, avoided through lower energy consumption)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2019 €/m2,every year,40,every year,0.0212,1.004,1,0.021295067,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.03,2019 €/m2,every year,40,every year,0.031,1.004,1,0.031139013,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.0082,1.004,1,0.008236771,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.02,2019 €/m2,every year,40,every year,0.017,1.004,1,0.017076233,Avoided cost (infrastructure),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.02,2019 €/m2,every year,40,every year,0.018,1.004,1,0.018080717,Avoided cost (infrastructure),,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.04,2019 €/m2,every year,40,every year,0.035,1.004,1,0.035156951,Avoided cost (infrastructure),,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.26,2019 €/m2,every year,40,every year,0.26,1.004,1,0.261165919,"Avoided cost (damage of CO2, avoided through lower energy consumption)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.23,2019 €/m2,every year,40,every year,0.23,1.004,1,0.23103139,"Avoided cost (damage of CO2, avoided through lower energy consumption)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,CO2 emission reduction,benefit,societal,socio-environmental,0.18,2019 €/m2,every year,40,every year,0.18,1.004,1,0.180807175,"Avoided cost (damage of CO2, avoided through lower energy consumption)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.0063,1.004,1,0.006328251,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.0098,1.004,1,0.009843946,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.0066,1.004,1,0.006629596,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.0057,1.004,1,0.005725561,Avoided cost (infrastructure),,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.0061,1.004,1,0.006127354,Avoided cost (infrastructure),,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Flood risk reduction,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.013,1.004,1,0.013058296,Avoided cost (infrastructure),,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Biodiversity enhancement,benefit,urban,socio-environmental,0,2019 €/m2,every year,40,every year,0.0034,1.004,1,0.003415247,Avoided cost (habitat restoration cost) ,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Biodiversity enhancement,benefit,urban,socio-environmental,0,2019 €/m2,every year,40,every year,0.001,1.004,1,0.001004484,Avoided cost (habitat restoration cost) ,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Biodiversity enhancement,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.0076,1.004,1,0.007634081,Avoided cost (habitat restoration cost) ,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Air quality enhancement,benefit,urban,socio-environmental,0.13,2019 €/m2,every year,40,every year,0.13,1.004,1,0.13058296,"Avoided cost (health cost of O3, NO2, PM10, SO2, avoided through uptake)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis
